zone_id,zone_num_wells,zone_center_latitude,zone_center_longitude,zone_area_km2,zone_average_gradient,zone_average_bht,Name,Api,Country,Status,Well Type,Latitude,Longitude,True Vertical Depth (ft),True Vertical Depth (km),Interpolated gradient,BHT,Suitable for 
3,5,31.692790985107422,-103.22376861572268,0.3740923423364381,24.18611596492703,94.59636738202698,"University ""BFC"" 33 1",4249532659,WINKLER,Plugged & Abandoned,OIL WELL,31.69383430480957,-103.2231369018555,7600.0,2.316,24.18531115331281,76.01318063107246,Suitable for heat generation
3,5,31.692790985107422,-103.22376861572268,0.3740923423364381,24.18611596492703,94.59636738202698,"University ""BFC"" 33 3",4249532670,WINKLER,Plugged & Abandoned,Unknown,31.69841575622558,-103.2203979492188,7370.0,2.246,24.18182015429195,74.31236806653973,Suitable for heat generation
3,5,31.692790985107422,-103.22376861572268,0.3740923423364381,24.18611596492703,94.59636738202698,UNIVERSITY 33-21 1,4249531234,WINKLER,Plugged & Abandoned,DRY GAS,31.6921443939209,-103.2202606201172,20400.0,6.218,24.18181787231881,170.3625435300784,Electricity generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,M.A.K. (SPRABERRY) UNIT 4104W,4231732355,MARTIN,Plugged & Abandoned,WATER INJECTION,32.46569061279297,-102.1978759765625,9924.0,3.025,24.17764492958665,93.13737591199961,Suitable for heat generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,M.A.K.(SPRABERRY) UNIT 2909W,4231710095,MARTIN,Plugged & Abandoned,BLACK OIL,32.47364044189453,-102.1959762573242,8615.0,2.626,24.1720067374699,83.47568969259595,Suitable for heat generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,"Humble University ""H"" 1",4231710292,MARTIN,Plugged & Abandoned,OIL WELL,32.46918869018555,-102.1989898681641,8600.0,2.621,24.16936190838166,83.34789756186834,Suitable for heat generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,M.A.K.(SPRABERRY)UNIT 3002,4231732613,MARTIN,Plugged & Abandoned,BLACK OIL,32.47256851196289,-102.2006759643555,9963.0,3.037,24.1595441161334,93.37253548069714,Suitable for heat generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,M.A.K.(SPRABERRY)UNIT 4102,4231734058,MARTIN,Plugged & Abandoned,BLACK OIL,32.4682502746582,-102.203125,8700.0,2.652,24.15838968272144,84.06804943857726,Suitable for heat generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,M.A.K.(SPRABERRY) UNIT 4105W,4231734059,MARTIN,Plugged & Abandoned,BLACK OIL,32.46759414672852,-102.2060089111328,8700.0,2.652,24.15073982546165,84.0477620171243,Suitable for heat generation
4,9,32.469932556152344,-102.20269605848524,0.9221438956610861,24.15727673122695,90.52158295791895,M.A.K.(SPRABERRY)UNIT 4103,4231731294,MARTIN,Plugged & Abandoned,BLACK OIL,32.46638870239258,-102.2078857421875,9784.0,2.982,24.14686697740397,92.00595732661864,Suitable for heat generation
